,年龄,工作,婚姻状况,学历,信用违约,房贷,个人贷款,通讯类型,联系日期,联系月份,通话时间,联系次数,距离上次联系的天数,活动前联系次数,上次营销活动的结果,本次活动结果
3589,38,管理者,已婚,未知,否,否,否,手机,25,十一月,349,2,183,1,成功,是
3590,41,没工作,已婚,高等教育,否,否,否,未知,9,六月,291,3,-1,0,未知,否
3591,29,技术人员,已婚,中学,否,是,否,手机,28,七月,83,6,-1,0,未知,否
3592,39,服务业,已婚,中学,否,是,否,未知,20,五月,793,2,-1,0,未知,否
3593,42,蓝领,单身,小学,否,是,否,手机,5,二月,119,1,195,8,成功,否
3594,47,服务业,已婚,中学,否,是,是,未知,16,五月,312,1,-1,0,未知,否
3595,30,蓝领,单身,中学,是,否,否,未知,14,五月,103,6,-1,0,未知,否
3596,34,行政,已婚,中学,否,是,否,手机,16,七月,101,3,-1,0,未知,否
3597,45,保姆,已婚,小学,否,否,否,未知,20,六月,48,1,-1,0,未知,否
3598,43,行政,已婚,中学,否,是,否,手机,21,七月,228,3,-1,0,未知,否
3599,59,蓝领,已婚,小学,否,否,否,未知,20,六月,81,3,-1,0,未知,否
3600,50,技术人员,已婚,中学,否,否,否,手机,7,七月,152,2,-1,0,未知,否
3601,39,蓝领,已婚,中学,否,是,否,未知,23,五月,160,3,-1,0,未知,否
3602,36,技术人员,已婚,中学,否,是,否,未知,27,五月,59,1,-1,0,未知,否
3603,44,蓝领,已婚,中学,否,是,否,手机,21,十一月,297,1,-1,0,未知,否
3604,36,技术人员,已婚,高等教育,否,否,否,手机,22,八月,147,2,-1,0,未知,否
3605,27,管理者,单身,高等教育,否,否,否,手机,4,五月,143,1,-1,0,未知,否
3606,29,服务业,已婚,中学,否,是,否,未知,28,五月,75,1,-1,0,未知,否
3607,70,已退休,已婚,中学,否,否,否,座机,14,五月,338,3,185,2,失败,否
3608,44,管理者,已婚,高等教育,否,否,否,未知,11,六月,29,2,-1,0,未知,否
3609,55,管理者,已婚,高等教育,否,是,否,未知,14,五月,159,2,-1,0,未知,否
3610,36,技术人员,离异,中学,否,是,否,未知,2,六月,85,8,-1,0,未知,否
3611,28,技术人员,单身,中学,否,是,否,手机,11,五月,15,7,-1,0,未知,否
3612,50,管理者,离异,高等教育,否,否,否,手机,8,五月,198,2,358,5,其他,否
3613,49,技术人员,已婚,中学,否,否,否,未知,19,五月,114,2,-1,0,未知,否
3614,71,已退休,离异,高等教育,否,否,否,手机,12,八月,1117,2,-1,0,未知,否
3615,31,行政,单身,中学,否,否,否,手机,3,二月,343,2,-1,0,未知,否
3616,45,管理者,单身,高等教育,否,否,否,手机,31,七月,59,2,-1,0,未知,否
3617,42,蓝领,已婚,中学,否,否,否,手机,9,七月,31,1,-1,0,未知,否
3618,45,行政,已婚,中学,否,否,否,手机,16,七月,212,2,-1,0,未知,否
3619,47,技术人员,已婚,小学,否,是,否,未知,7,五月,157,6,-1,0,未知,否
3620,60,已退休,离异,中学,否,否,是,手机,8,七月,96,1,-1,0,未知,否
3621,35,管理者,已婚,高等教育,否,是,否,未知,27,五月,245,2,-1,0,未知,否
3622,31,技术人员,单身,高等教育,否,否,否,手机,11,八月,72,4,-1,0,未知,否
3623,33,蓝领,已婚,小学,否,是,否,手机,16,四月,700,1,-1,0,未知,否
3624,50,个体户,已婚,高等教育,否,是,否,手机,15,四月,107,1,148,4,失败,否
3625,51,蓝领,已婚,中学,否,是,否,手机,18,八月,312,3,-1,0,未知,否
3626,34,技术人员,已婚,中学,否,是,是,手机,4,六月,153,1,309,3,其他,否
3627,56,服务业,已婚,中学,否,否,是,手机,23,七月,55,10,-1,0,未知,否
3628,29,服务业,已婚,中学,否,是,否,座机,13,五月,38,3,-1,0,未知,否
3629,31,蓝领,已婚,中学,否,否,否,手机,14,八月,96,3,-1,0,未知,否
3630,44,技术人员,离异,未知,否,是,否,未知,23,五月,397,1,-1,0,未知,否
3631,55,已退休,已婚,中学,否,否,是,座机,30,七月,208,3,-1,0,未知,否
3632,35,学生,单身,未知,否,否,否,座机,28,一月,122,3,-1,0,未知,否
3633,36,技术人员,已婚,高等教育,否,是,是,手机,29,十二月,109,1,246,1,失败,否
3634,54,已退休,已婚,中学,否,是,是,未知,26,五月,74,1,-1,0,未知,否
3635,32,管理者,已婚,高等教育,否,是,否,手机,22,七月,72,1,-1,0,未知,否
3636,36,管理者,离异,高等教育,否,否,否,手机,5,二月,383,2,-1,0,未知,否
3637,60,已退休,已婚,中学,否,是,否,未知,12,五月,113,3,-1,0,未知,否
3638,32,技术人员,单身,中学,否,否,是,未知,4,七月,400,1,-1,0,未知,否
3639,57,管理者,已婚,高等教育,否,否,否,手机,19,八月,387,8,-1,0,未知,否
3640,34,蓝领,已婚,小学,否,是,否,手机,18,五月,59,2,-1,0,未知,否
3641,27,学生,单身,中学,否,是,否,手机,13,五月,528,1,358,2,失败,否
3642,52,管理者,单身,高等教育,否,否,否,手机,26,八月,1223,6,-1,0,未知,是
3643,45,行政,离异,未知,否,是,否,座机,30,七月,38,2,-1,0,未知,否
3644,58,行政,单身,中学,否,否,否,手机,4,十二月,1139,2,114,1,成功,否
3645,39,蓝领,单身,小学,否,是,否,手机,19,十一月,286,2,-1,0,未知,否
3646,48,蓝领,单身,中学,否,是,是,手机,3,二月,369,2,-1,0,未知,否
3647,36,管理者,单身,中学,否,否,否,手机,13,八月,333,5,-1,0,未知,否
3648,31,技术人员,单身,中学,否,是,否,手机,8,五月,198,1,-1,0,未知,否
3649,41,管理者,已婚,高等教育,否,是,否,手机,26,八月,106,8,-1,0,未知,否
3650,30,个体户,单身,中学,否,否,否,手机,22,七月,423,1,-1,0,未知,否
3651,57,已退休,已婚,高等教育,否,否,否,手机,12,八月,116,4,-1,0,未知,否
3652,29,行政,单身,中学,否,是,否,未知,19,五月,30,1,357,1,其他,是
3653,29,服务业,离异,中学,否,是,否,手机,13,四月,1101,2,-1,0,未知,是
3654,30,管理者,单身,高等教育,否,否,否,手机,16,六月,102,1,85,1,失败,否
3655,44,管理者,已婚,高等教育,否,是,否,手机,6,八月,384,6,-1,0,未知,否
3656,33,学生,单身,未知,否,否,否,手机,4,九月,156,2,127,8,失败,否
3657,56,行政,离异,中学,否,是,否,座机,17,十一月,99,3,-1,0,未知,否
3658,26,服务业,单身,中学,否,否,否,座机,18,六月,280,6,92,5,其他,是
3659,52,技术人员,已婚,中学,否,否,否,座机,29,八月,20,2,-1,0,未知,否
3660,32,管理者,单身,中学,否,是,否,未知,2,六月,258,1,-1,0,未知,否
3661,36,技术人员,单身,中学,否,否,否,手机,29,八月,85,6,-1,0,未知,否
3662,26,蓝领,已婚,中学,否,否,否,未知,4,七月,355,1,-1,0,未知,否
3663,37,蓝领,已婚,中学,否,是,否,未知,5,六月,66,3,-1,0,未知,否
3664,34,技术人员,已婚,中学,否,是,否,手机,18,七月,467,1,-1,0,未知,否
3665,26,服务业,单身,中学,否,是,否,手机,7,五月,582,2,283,4,失败,否
3666,32,服务业,已婚,中学,否,是,否,手机,15,五月,744,1,-1,0,未知,是
3667,30,管理者,单身,高等教育,是,否,否,手机,30,七月,185,4,-1,0,未知,否
3668,27,技术人员,单身,中学,否,是,否,手机,12,五月,13,5,-1,0,未知,否
3669,42,行政,单身,中学,否,是,否,手机,4,二月,98,1,266,3,失败,否
3670,33,蓝领,单身,小学,否,是,否,未知,9,五月,127,1,-1,0,未知,否
3671,37,蓝领,已婚,中学,否,否,否,未知,3,六月,45,2,-1,0,未知,否
3672,45,蓝领,已婚,中学,否,是,否,手机,29,一月,244,3,-1,0,未知,否
3673,36,企业家,已婚,高等教育,否,否,否,未知,16,六月,2769,4,-1,0,未知,是
3674,39,管理者,单身,高等教育,否,是,否,手机,12,五月,561,4,369,3,失败,否
3675,33,管理者,单身,高等教育,否,否,否,手机,22,八月,182,1,-1,0,未知,否
3676,47,服务业,已婚,中学,否,否,否,手机,22,八月,618,1,-1,0,未知,否
3677,49,企业家,已婚,中学,否,是,是,未知,6,五月,198,3,-1,0,未知,否
3678,46,管理者,离异,中学,否,否,否,手机,19,八月,126,6,-1,0,未知,否
3679,31,服务业,已婚,中学,否,是,是,手机,16,七月,715,1,-1,0,未知,否
3680,43,没工作,离异,中学,否,是,否,手机,21,十一月,63,1,-1,0,未知,否
3681,30,蓝领,单身,中学,是,是,否,未知,21,五月,412,1,-1,0,未知,是
3682,43,管理者,离异,高等教育,否,否,否,手机,13,五月,66,1,363,22,失败,否
3683,42,蓝领,已婚,中学,否,是,否,手机,17,十一月,96,1,-1,0,未知,否
3684,30,行政,单身,高等教育,否,否,否,手机,30,四月,633,1,85,2,成功,是
3685,33,管理者,单身,高等教育,否,是,否,未知,5,五月,364,1,-1,0,未知,否
3686,41,行政,已婚,中学,否,否,否,未知,30,五月,298,3,-1,0,未知,否
3687,29,蓝领,单身,中学,否,是,否,手机,17,四月,341,1,-1,0,未知,否
3688,38,没工作,已婚,中学,否,是,否,未知,26,五月,364,1,-1,0,未知,否
3689,29,技术人员,已婚,高等教育,否,是,否,手机,12,六月,234,7,330,1,失败,否
3690,80,保姆,已婚,小学,否,否,否,手机,23,二月,639,1,189,1,失败,是
3691,38,管理者,单身,高等教育,否,否,否,手机,8,八月,310,4,-1,0,未知,否
3692,36,蓝领,离异,小学,否,是,否,未知,2,六月,123,4,-1,0,未知,否
3693,38,个体户,已婚,高等教育,否,否,否,手机,2,六月,253,1,-1,0,未知,否
3694,44,管理者,已婚,中学,是,是,否,手机,11,七月,96,2,-1,0,未知,否
3695,31,管理者,已婚,高等教育,否,否,否,手机,30,四月,297,1,86,3,成功,是
3696,31,服务业,单身,中学,否,是,是,未知,26,五月,501,2,-1,0,未知,否
3697,57,行政,离异,小学,否,是,否,手机,15,五月,67,1,368,2,失败,否
3698,37,蓝领,已婚,小学,否,是,否,未知,21,五月,281,1,-1,0,未知,否
3699,50,蓝领,已婚,中学,否,是,是,手机,5,五月,475,2,-1,0,未知,否
3700,60,已退休,已婚,小学,否,否,否,手机,6,十月,205,1,-1,0,未知,否
3701,51,管理者,已婚,高等教育,否,是,否,手机,8,十月,272,1,102,8,其他,否
3702,48,蓝领,已婚,中学,否,是,否,手机,15,四月,349,1,-1,0,未知,否
3703,42,蓝领,已婚,小学,否,是,否,手机,3,二月,216,4,271,5,失败,否
3704,36,蓝领,已婚,中学,否,是,否,手机,9,七月,183,1,-1,0,未知,否
3705,43,管理者,已婚,高等教育,否,是,否,手机,8,五月,130,1,172,2,其他,否
3706,31,行政,已婚,小学,否,是,是,未知,4,六月,61,6,-1,0,未知,否
3707,49,技术人员,单身,中学,否,是,否,未知,6,六月,92,2,-1,0,未知,否
3708,35,管理者,离异,高等教育,否,否,是,手机,5,八月,37,2,-1,0,未知,否
3709,44,企业家,已婚,中学,否,是,否,手机,19,十一月,354,2,-1,0,未知,否
3710,34,个体户,已婚,高等教育,否,否,否,手机,4,五月,203,1,78,8,其他,否
3711,46,蓝领,已婚,中学,否,否,否,未知,13,五月,152,1,-1,0,未知,否
3712,49,蓝领,已婚,小学,否,是,否,未知,2,六月,41,5,-1,0,未知,否
3713,32,蓝领,已婚,中学,否,否,否,手机,4,五月,20,5,-1,0,未知,否
3714,35,管理者,离异,高等教育,否,是,否,手机,11,五月,277,1,271,2,成功,否
3715,51,行政,已婚,中学,否,否,否,未知,17,六月,83,2,-1,0,未知,否
3716,57,已退休,离异,中学,否,是,否,未知,6,五月,531,1,-1,0,未知,否
3717,59,管理者,已婚,高等教育,否,否,否,座机,28,八月,91,5,-1,0,未知,否
3718,40,服务业,离异,未知,否,是,否,未知,5,五月,315,1,-1,0,未知,否
3719,49,管理者,单身,高等教育,否,否,否,手机,28,八月,70,9,-1,0,未知,否
3720,51,管理者,已婚,中学,否,是,否,手机,9,七月,384,1,-1,0,未知,否
3721,35,行政,已婚,中学,是,否,是,未知,4,七月,105,3,-1,0,未知,否
3722,29,个体户,已婚,中学,否,是,否,未知,27,五月,305,2,-1,0,未知,否
3723,32,服务业,单身,中学,否,是,否,手机,25,五月,158,2,-1,0,未知,是
3724,37,保姆,离异,中学,否,是,否,手机,13,五月,199,1,173,2,失败,否
3725,49,没工作,已婚,小学,否,是,否,未知,27,五月,25,1,-1,0,未知,否
3726,45,技术人员,已婚,未知,否,是,否,未知,27,五月,147,1,-1,0,未知,否
3727,34,技术人员,单身,中学,否,是,否,手机,29,七月,538,8,-1,0,未知,否
3728,53,技术人员,已婚,中学,否,否,否,手机,22,八月,77,9,-1,0,未知,否
3729,42,企业家,已婚,小学,否,否,否,手机,20,八月,94,2,-1,0,未知,否
3730,43,技术人员,已婚,中学,否,是,否,未知,13,五月,1721,2,-1,0,未知,是
3731,52,已退休,已婚,中学,否,否,否,手机,19,十一月,143,1,154,3,失败,否
3732,34,蓝领,单身,中学,否,否,是,手机,20,十一月,104,1,-1,0,未知,否
3733,34,技术人员,离异,高等教育,否,是,否,手机,7,八月,587,2,-1,0,未知,是
3734,27,服务业,已婚,中学,否,是,否,手机,22,七月,1608,13,-1,0,未知,是
3735,43,没工作,已婚,高等教育,否,是,否,手机,9,二月,48,4,-1,0,未知,否
3736,41,技术人员,已婚,高等教育,否,是,否,手机,9,七月,74,1,-1,0,未知,否
3737,72,已退休,已婚,中学,否,否,否,手机,12,十一月,427,1,-1,0,未知,否
3738,35,蓝领,已婚,小学,否,是,否,手机,14,五月,73,1,-1,0,未知,否
3739,41,管理者,已婚,高等教育,否,是,否,未知,3,六月,14,21,-1,0,未知,否
3740,36,蓝领,离异,小学,否,是,否,手机,12,五月,725,1,-1,0,未知,是
3741,51,保姆,已婚,小学,否,是,否,手机,14,七月,333,2,-1,0,未知,否
3742,37,个体户,已婚,高等教育,否,否,否,手机,13,八月,244,6,-1,0,未知,否
3743,42,行政,单身,中学,否,是,是,座机,21,十月,519,1,166,1,其他,是
3744,26,行政,单身,中学,否,是,否,手机,22,七月,242,7,-1,0,未知,否
3745,23,服务业,单身,中学,否,是,否,手机,18,五月,222,1,-1,0,未知,否
3746,50,管理者,已婚,高等教育,否,是,否,手机,19,十一月,130,2,160,1,失败,否
3747,37,蓝领,已婚,中学,否,是,是,手机,7,五月,490,1,-1,0,未知,否
3748,35,管理者,已婚,高等教育,否,否,否,手机,20,十一月,258,2,-1,0,未知,否
3749,37,管理者,已婚,高等教育,否,否,否,手机,29,一月,337,2,-1,0,未知,否
3750,79,已退休,离异,未知,否,否,否,座机,8,七月,220,7,450,2,失败,否
3751,39,技术人员,已婚,中学,否,否,否,手机,24,八月,79,2,94,2,成功,否
3752,47,服务业,已婚,中学,否,是,否,座机,9,七月,250,1,-1,0,未知,否
3753,44,蓝领,已婚,中学,否,是,否,手机,2,六月,130,1,-1,0,未知,否
3754,36,管理者,单身,高等教育,否,否,否,手机,18,八月,882,8,-1,0,未知,是
3755,33,蓝领,单身,中学,否,是,是,手机,17,四月,515,1,150,1,其他,否
3756,42,服务业,已婚,中学,否,是,否,手机,5,五月,238,3,340,2,失败,否
3757,35,技术人员,单身,高等教育,否,否,否,座机,28,五月,32,2,-1,0,未知,否
3758,31,蓝领,已婚,中学,否,是,否,未知,13,五月,907,2,-1,0,未知,否
3759,58,服务业,已婚,小学,否,否,否,未知,27,六月,162,1,-1,0,未知,否
3760,46,管理者,已婚,高等教育,否,否,否,未知,7,五月,70,2,-1,0,未知,否
3761,41,行政,单身,中学,否,是,否,未知,4,六月,99,6,-1,0,未知,否
3762,58,技术人员,已婚,中学,否,是,否,未知,13,五月,325,1,-1,0,未知,否
3763,33,蓝领,已婚,中学,否,否,是,手机,18,七月,305,12,-1,0,未知,否
3764,31,没工作,已婚,中学,否,是,否,手机,19,十一月,631,1,-1,0,未知,否
3765,55,技术人员,离异,中学,否,否,否,手机,10,二月,169,1,183,1,失败,是
3766,38,技术人员,单身,中学,否,是,否,手机,28,五月,61,2,-1,0,未知,否
3767,55,保姆,已婚,中学,否,否,否,手机,22,八月,256,2,-1,0,未知,否
3768,47,管理者,单身,高等教育,否,否,否,未知,11,六月,58,3,-1,0,未知,否
3769,51,保姆,已婚,小学,否,是,否,未知,20,五月,142,3,-1,0,未知,否
3770,46,管理者,单身,高等教育,否,是,否,座机,4,五月,36,6,90,2,其他,否
3771,61,管理者,已婚,高等教育,否,否,否,手机,10,三月,106,1,-1,0,未知,是
3772,47,管理者,单身,高等教育,否,否,否,手机,21,八月,71,4,-1,0,未知,否
3773,34,技术人员,已婚,中学,否,否,否,手机,25,八月,132,6,-1,0,未知,否
3774,34,蓝领,已婚,中学,否,是,否,未知,20,五月,120,1,-1,0,未知,否
3775,41,管理者,离异,高等教育,否,否,否,手机,14,十月,181,2,500,1,失败,否
3776,36,蓝领,离异,中学,否,否,否,未知,5,六月,152,2,-1,0,未知,否
3777,26,蓝领,单身,中学,否,是,否,未知,28,五月,302,1,-1,0,未知,否
3778,35,管理者,已婚,高等教育,否,否,否,手机,23,四月,93,3,-1,0,未知,是
3779,36,蓝领,已婚,中学,否,否,否,未知,17,六月,235,2,-1,0,未知,否
3780,26,管理者,单身,高等教育,否,否,否,手机,15,六月,129,1,-1,0,未知,是
3781,58,管理者,已婚,小学,否,是,否,手机,11,七月,94,2,-1,0,未知,否
3782,50,蓝领,已婚,中学,否,是,否,手机,7,四月,310,1,-1,0,未知,否
3783,61,已退休,已婚,中学,否,是,否,手机,15,七月,195,7,-1,0,未知,否
3784,28,技术人员,单身,中学,否,是,否,未知,21,五月,196,1,-1,0,未知,否
3785,49,蓝领,单身,小学,否,是,否,未知,15,五月,93,1,-1,0,未知,否
3786,74,已退休,已婚,中学,否,否,否,座机,17,四月,394,2,-1,0,未知,是
3787,53,蓝领,已婚,中学,否,是,否,手机,3,二月,288,3,-1,0,未知,否
3788,46,个体户,已婚,中学,否,是,否,手机,31,七月,208,2,-1,0,未知,否
3789,47,管理者,已婚,高等教育,否,否,否,手机,27,十月,508,1,-1,0,未知,是
3790,42,蓝领,单身,小学,否,否,否,手机,30,七月,86,2,-1,0,未知,否
3791,56,服务业,已婚,中学,否,是,否,手机,21,十一月,189,1,-1,0,未知,否
3792,42,技术人员,已婚,中学,否,否,否,未知,29,五月,249,2,-1,0,未知,否
3793,49,保姆,已婚,小学,否,是,否,手机,21,十一月,450,1,-1,0,未知,否
3794,43,没工作,单身,未知,否,是,否,手机,22,五月,680,1,95,1,失败,否
3795,39,服务业,已婚,中学,否,是,否,未知,20,五月,175,2,-1,0,未知,否
3796,66,已退休,已婚,小学,否,否,否,手机,9,二月,479,1,-1,0,未知,是
3797,30,技术人员,单身,高等教育,否,否,否,手机,5,四月,270,3,241,4,其他,否
3798,38,管理者,单身,高等教育,否,否,否,手机,24,七月,164,1,-1,0,未知,否
3799,31,蓝领,已婚,中学,否,是,否,手机,20,四月,158,1,182,1,成功,否
3800,32,技术人员,已婚,中学,否,否,否,手机,8,八月,50,4,-1,0,未知,否
3801,48,技术人员,已婚,中学,否,否,否,手机,6,八月,80,2,-1,0,未知,否
3802,34,行政,已婚,高等教育,否,否,否,手机,6,二月,45,1,-1,0,未知,否
3803,28,学生,单身,中学,否,否,否,手机,29,一月,220,2,-1,0,未知,否
3804,40,行政,单身,中学,否,是,否,未知,18,六月,161,2,-1,0,未知,否
3805,36,企业家,已婚,中学,否,否,否,未知,20,五月,98,1,-1,0,未知,否
3806,52,已退休,已婚,中学,否,否,是,未知,9,六月,79,1,-1,0,未知,否
3807,46,行政,已婚,小学,否,是,是,未知,6,五月,157,2,-1,0,未知,否
3808,25,技术人员,单身,中学,否,是,否,手机,21,七月,339,1,-1,0,未知,否
3809,52,蓝领,已婚,中学,否,是,否,未知,13,五月,274,2,-1,0,未知,否
3810,40,蓝领,已婚,小学,否,是,否,未知,14,五月,977,1,-1,0,未知,否
